epoch,learning_rate,loss,panel_iou,val_loss,val_panel_iou
0,9.999999747378752e-05,1.2986823320388794,0.7250767350196838,1.7163840532302856,0.18933998048305511
1,9.999999747378752e-05,1.1201183795928955,0.8124832510948181,1.1169508695602417,0.19507664442062378
2,9.999999747378752e-05,1.0172066688537598,0.8569809198379517,1.048981785774231,0.1950804740190506
3,9.999999747378752e-05,0.9735276103019714,0.8693798780441284,1.015569806098938,0.19531741738319397
4,9.999999747378752e-05,0.955993115901947,0.8659636378288269,1.0674526691436768,0.19510433077812195
5,9.999999747378752e-05,0.9037330150604248,0.8780604004859924,0.9887204766273499,0.19593432545661926
6,9.999999747378752e-05,0.8761016726493835,0.8689334988594055,0.9804505109786987,0.19566690921783447
7,9.999999747378752e-05,0.839862585067749,0.8856019377708435,0.9476459622383118,0.19644923508167267
8,9.999999747378752e-05,0.8188426494598389,0.8875986337661743,0.9457968473434448,0.19570745527744293
9,9.999999747378752e-05,0.7820607423782349,0.8919174075126648,0.9341652393341064,0.1968970149755478
10,9.999999747378752e-05,0.7998131513595581,0.8659566640853882,0.9175078272819519,0.19614580273628235
11,9.999999747378752e-05,0.7716075778007507,0.8825330138206482,0.8967533707618713,0.1963108777999878
12,9.999999747378752e-05,0.7236902117729187,0.8932762742042542,0.9005077481269836,0.1963864266872406
13,9.999999747378752e-05,0.7104253172874451,0.8918395638465881,0.8790343999862671,0.19638676941394806
14,9.999999747378752e-05,0.6921568512916565,0.8970306515693665,0.8929057121276855,0.19618557393550873
15,9.999999747378752e-05,0.6779699921607971,0.8850438594818115,0.8760836124420166,0.19664745032787323
16,9.999999747378752e-05,0.6514599919319153,0.8931835889816284,0.8701025247573853,0.1945153921842575
17,9.999999747378752e-05,0.6453049182891846,0.8945903182029724,0.8621342778205872,0.19694803655147552
18,9.999999747378752e-05,0.6342153549194336,0.890773594379425,0.8523541688919067,0.19645792245864868
19,9.999999747378752e-05,0.6153677105903625,0.8968927264213562,0.8523963689804077,0.1968229115009308
20,9.999999747378752e-05,0.5982800126075745,0.8978374600410461,0.8448486924171448,0.19677512347698212
21,9.999999747378752e-05,0.6039263606071472,0.8939036726951599,0.8485776782035828,0.19665022194385529
22,9.999999747378752e-05,0.592727780342102,0.8878591060638428,0.8395654559135437,0.19602873921394348
23,9.999999747378752e-05,0.5736634135246277,0.8960146903991699,0.8352133631706238,0.19671647250652313
24,9.999999747378752e-05,0.5687507390975952,0.8948723077774048,0.835686981678009,0.1966559737920761
25,9.999999747378752e-05,0.559605598449707,0.8962193131446838,0.8311122059822083,0.19665473699569702
26,9.999999747378752e-05,0.5544356107711792,0.8955169320106506,0.8313413858413696,0.19684885442256927
27,9.999999747378752e-05,0.5348736047744751,0.8997758626937866,0.8272781372070312,0.19688832759857178
28,9.999999747378752e-05,0.5330422520637512,0.8955118060112,0.8229339122772217,0.19668903946876526
29,9.999999747378752e-05,0.53246009349823,0.8973331451416016,0.8226305246353149,0.19668792188167572
30,9.999999747378752e-05,0.5335479974746704,0.89405757188797,0.8204085230827332,0.1965266913175583
31,9.999999747378752e-05,0.5107997059822083,0.9016332030296326,0.8179539442062378,0.19684801995754242
32,9.999999747378752e-05,0.5149291753768921,0.8999601602554321,0.8180035948753357,0.19660954177379608
33,9.999999747378752e-05,0.5203226208686829,0.8930413722991943,0.817064642906189,0.19677028059959412
34,9.999999747378752e-05,0.507330060005188,0.8952950835227966,0.8163281083106995,0.1967770755290985
35,9.999999747378752e-05,0.5004085898399353,0.8988112807273865,0.8144186735153198,0.19676929712295532
36,9.999999747378752e-05,0.491597056388855,0.9023076891899109,0.8142008781433105,0.1966923326253891
37,9.999999747378752e-05,0.48887306451797485,0.9002311825752258,0.8125161528587341,0.19678810238838196
38,9.999999747378752e-05,0.4876295328140259,0.8975344300270081,0.8117799758911133,0.1967211216688156
39,9.999999747378752e-05,0.4788679778575897,0.9004735350608826,0.811401903629303,0.1967979073524475
40,9.999999747378752e-05,0.4906289279460907,0.8988630175590515,0.8104053735733032,0.19679255783557892
41,9.999999747378752e-05,0.4809645414352417,0.900979220867157,0.8110827803611755,0.19672879576683044
42,9.999999747378752e-05,0.479230135679245,0.8969281315803528,0.8107092380523682,0.19673028588294983
43,9.999999747378752e-05,0.5018386840820312,0.8944600820541382,0.8113676309585571,0.1968022584915161
44,9.999999747378752e-05,0.4770284593105316,0.8955626487731934,0.810252845287323,0.19688284397125244
45,9.999999747378752e-05,0.47684091329574585,0.8979946374893188,0.8223727345466614,0.19638460874557495
46,9.999999747378752e-05,0.47519421577453613,0.8966245055198669,0.8098949790000916,0.19675250351428986
47,9.999999747378752e-05,0.46698370575904846,0.901039719581604,0.8100141882896423,0.1965983510017395
48,9.999999747378752e-05,0.4718247652053833,0.8938212990760803,0.8081972002983093,0.1968262940645218
49,9.999999747378752e-05,0.46187329292297363,0.8992691040039062,0.8081209063529968,0.19688542187213898
50,9.999999747378752e-05,0.45987552404403687,0.8990082144737244,0.8367612361907959,0.19707225263118744
51,9.999999747378752e-05,0.46577954292297363,0.9002660512924194,0.8075935244560242,0.19683854281902313
52,9.999999747378752e-05,0.4543550908565521,0.9039275050163269,0.8077031970024109,0.19673441350460052
53,9.999999747378752e-05,0.45585310459136963,0.9037284851074219,0.807470440864563,0.19668665528297424
54,9.999999747378752e-05,0.4775552451610565,0.8975132703781128,0.8079768419265747,0.19679197669029236
55,9.999999747378752e-05,0.4576705992221832,0.9000574350357056,0.8070994019508362,0.19676658511161804
56,9.999999747378752e-05,0.45417577028274536,0.8991674184799194,0.806692898273468,0.19684998691082
57,9.999999747378752e-05,0.463509738445282,0.8977989554405212,0.8068472743034363,0.1968184858560562
58,9.999999747378752e-05,0.4504229724407196,0.9017828106880188,0.8063564300537109,0.19690729677677155
59,9.999999747378752e-05,0.4558596611022949,0.8970656394958496,0.8064610362052917,0.19684725999832153
60,9.999999747378752e-05,0.4472958743572235,0.9030365347862244,0.8061788082122803,0.19695541262626648
61,9.999999747378752e-05,0.45497456192970276,0.8979997038841248,0.806515634059906,0.19673338532447815
